x;y;z;radius
2.14929969167243;0.0;34.4289019960069;2.5
2.28808025339228;0.0;35.4169555260392;2.5
2.30289184993445;0.0;36.4173025904396;2.5
2.24269448737457;0.0;37.4152987564049;2.5
2.1289820763477;0.0;38.4087307923205;2.5
1.97313166935477;0.0;39.3963720828773;2.5
1.78189356050175;0.0;40.3776491178886;2.5
1.55947621240001;0.0;41.3524888595172;2.5
1.30866536955383;0.0;42.3205874489218;2.5
1.03138084979053;0.0;43.2813806944089;2.5
0.72881581746149;0.0;44.2345838037659;2.5
0.401724580481641;0.0;45.1797312890409;2.5
0.0505529388917781;0.0;46.11615322697;2.5
-0.32454336759705;0.0;47.0431311954796;2.5
-0.723655363194053;0.0;47.9598789400627;2.5
-1.14709279293266;0.0;48.8655219087649;2.5
-1.59536559072732;0.0;49.7590729730972;2.5
-2.06917058453771;0.0;50.6394021940995;2.5
-2.5694854241739;0.0;51.505375291648;2.5
-3.09779707689775;0.0;52.3561204582981;2.5
-3.65478779773025;0.0;53.1889169398046;2.5
-4.2411361651774;0.0;54.0007665609849;2.5
-4.85769632982303;0.0;54.7886352944578;2.5
-5.50552277280301;0.0;55.5494058502417;2.5
-6.18588944667188;0.0;56.2798125744665;2.5
-6.90029543427318;0.0;56.9763548926911;2.5
-7.65044494813641;0.0;57.6351875200067;2.5
-8.43762582488983;0.0;58.2515793488063;2.5
-9.26102444043407;0.0;58.8190359492843;2.5
-10.119613301615;0.0;59.3313135135217;2.5
-11.01094392443;0.0;59.7836050856616;2.5
-11.9305964713555;0.0;60.1753509662806;2.5
-12.8735609418755;0.0;60.5068910898536;2.5
-13.8355012361537;0.0;60.7790603117179;2.5
-14.8123471184363;0.0;60.9928406137502;2.5
-15.8000252029442;0.0;61.1492303568692;2.5
-16.7949535606644;0.0;61.2492760158886;2.5
-17.7940832990308;0.0;61.2939334824939;2.5
-18.7941836332056;0.0;61.2839509853992;2.5
-19.7921718522285;0.0;61.2198838567047;2.5
-20.7850526092941;0.0;61.1020448779014;2.5
-21.7698483413001;0.0;60.9304593351457;2.5
-22.743516095849;0.0;60.7048232429323;2.5
-23.7028434849033;0.0;60.424465717559;2.5
-24.644313085918;0.0;60.0883208633706;2.5
-25.5637211055013;0.0;59.6950154364504;2.5
-26.4557088375222;0.0;59.2431200477183;2.5
-27.314203897461;0.0;58.7310308399148;2.5
-28.1336357558857;0.0;58.1587886665791;2.5
-28.9127821882664;0.0;57.5330855666717;2.5
-29.65336056806;0.0;56.8624101755011;2.5
-30.3596616974999;0.0;56.1544601859879;2.5
-31.0364248611475;0.0;55.417367002557;2.5
-31.6889060375185;0.0;54.6594193490125;2.5
-32.3241137126144;0.0;53.8873052232003;2.5
-32.9497043162161;0.0;53.1071933809221;2.5
-33.5735086529942;0.0;52.3255711433547;2.5
-34.2038251786437;0.0;51.5492759008568;2.5
-34.8502521521203;0.0;50.7849860262569;2.5
-35.5214264600277;0.0;50.0424295809968;2.5
-36.2256941808203;0.0;49.3334839175266;2.5
-36.9722763415489;0.0;48.6707595103689;2.5
-37.7700753375565;0.0;48.0683272838591;2.5
-38.6212603284659;0.0;47.5429143745177;2.5
-39.5218924801479;0.0;47.1090502952761;2.5
-40.4633377179243;0.0;46.7758331684157;2.5
-41.4352243641002;0.0;46.5450668179266;2.5
-42.4250759034951;0.0;46.4125549038553;2.5
-43.4240162784427;0.0;46.369327973647;2.5
-44.4243856415545;0.0;46.4046792191967;2.5
-45.4186077751016;0.0;46.5073661730472;2.5
