x;y;z;radius
11.5000000000002;0.0;66.6427962280778;3.0
11.0257171296339;0.0;67.5236425641262;3.0
10.532541905171;0.0;68.3937899049295;3.0
10.0207280484387;0.0;69.2529177300465;3.0
9.49054421265332;0.0;70.1007058164118;3.0
8.94227357477986;0.0;70.9368357262952;3.0
8.37621329070668;0.0;71.760992223929;3.0
7.79267382645853;0.0;72.5728646067729;3.0
7.19197816702715;0.0;73.3721479563937;3.0
6.57446094463216;0.0;74.1585442614592;3.0
5.94046744355468;0.0;74.9317634815372;3.0
5.2903525828248;0.0;75.6915244333523;3.0
4.62447979569655;0.0;76.4375556185425;3.0
3.94321987680335;0.0;77.1695959157691;3.0
3.2469498256661;0.0;77.8873951261513;3.0
2.53605161723543;0.0;78.5907144608323;3.0
1.81091100953091;0.0;79.2793268661594;3.0
1.07191976550106;0.0;79.9530141958833;3.0
0.319515427797421;0.0;80.6115328183701;3.0
-0.445932625401791;0.0;81.2547140472872;3.0
-1.22407765068068;0.0;81.8824153006161;3.0
-2.01456857363199;0.0;82.4944954980031;3.0
-2.81705009981434;0.0;83.0908155970303;3.0
-3.631162892204;0.0;83.6712391314835;3.0
-4.45654377830748;0.0;84.2356327212141;3.0
-5.29282598897249;0.0;84.7838665566887;3.0
-6.13963945889452;0.0;85.3158148774725;3.0
-6.99661113882564;0.0;85.8313564100746;3.0
-7.86336533773146;0.0;86.3303747794065;3.0
-8.73952410348718;0.0;86.8127588984979;3.0
-9.62470765260352;0.0;87.2784033400782;3.0
-10.5185347837854;0.0;87.7272086543683;3.0
-11.4206233366473;0.0;88.1590816685913;3.0
-12.3305906821506;0.0;88.5739357584331;3.0
-13.2480208045986;0.0;88.9716769604334;3.0
-14.1724367234607;0.0;89.3521965324898;3.0
-15.1035790542965;0.0;89.7154830515084;3.0
-16.0411991908372;0.0;90.0615251895562;3.0
-16.9850328420841;0.0;90.3903021913819;3.0
-17.9347988554621;0.0;90.7017869342703;3.0
-18.8901577287933;0.0;90.9960815407551;3.0
-19.8506954719137;0.0;91.2735324108547;3.0
-20.8160091463886;0.0;91.534490772984;3.0
-21.7857129569047;0.0;91.7792829909192;3.0
-22.7594351077583;0.0;92.0082109847769;3.0
-23.736815004404;0.0;92.2215527511737;3.0
-24.7175007677245;0.0;92.4195629351152;3.0
-25.7011470724281;0.0;92.6024734221707;3.0
-26.6874131595914;0.0;92.7704938943177;3.0
-27.6759610830723;0.0;92.9238123434697;3.0
-28.6664540986228;0.0;93.0625955090087;3.0
-29.6587232737692;0.0;93.1870090751444;3.0
-30.6527664948709;0.0;93.29720582239;3.0
-31.6483265461069;0.0;93.3932763799884;3.0
-32.6451560207385;0.0;93.4752874141878;3.0
-33.6430210310506;0.0;93.5432806531998;3.0
-34.6416993140657;0.0;93.5972710006707;3.0
-35.6409783480057;0.0;93.6372444274013;3.0
-36.640653363339;0.0;93.663155573306;3.0
-37.6405253401912;0.0;93.6749249918867;3.0
-38.6403988098119;0.0;93.6724359435448;3.0
-39.640079276641;0.0;93.655530640996;3.0
-40.6393703575831;0.0;93.6240058295407;3.0
-41.6380703634079;0.0;93.5776075532317;3.0
-42.635968029821;0.0;93.5160249383933;3.0
-43.6328371825372;0.0;93.4388827851492;3.0
-44.6284300658328;0.0;93.3457326975266;3.0
