x;y;z;radius
11.5000000000002;0.0;66.6427962280778;2.5
10.9531356185721;0.0;67.4796908062164;2.5
10.3483786073602;0.0;68.2759657785913;2.5
9.68634510434341;0.0;69.0249040241648;2.5
8.96876858211501;0.0;69.7207095330988;2.5
8.19903057687355;0.0;70.3582893466314;2.5
7.38175167558553;0.0;70.9339262981231;2.5
6.52265287552481;0.0;71.4453851254052;2.5
5.62850454147415;0.0;71.8918633836427;2.5
4.70704742093762;0.0;72.273922897545;2.5
3.76272354417439;0.0;72.5946696237546;2.5
2.79947599540209;0.0;72.8576250070228;2.5
1.82129540893594;0.0;73.0664031183686;2.5
0.832186821807974;0.0;73.2246959632371;2.5
-0.16385114691447;0.0;73.3362522318151;2.5
-1.16283647505985;0.0;73.404854939836;2.5
-2.16198054387978;0.0;73.4343141206672;2.5
-3.1611258398715;0.0;73.4282180571757;2.5
-4.15967362548075;0.0;73.3897160228683;2.5
-5.15705965732218;0.0;73.3216299135029;2.5
-6.15271866923687;0.0;73.2265120881017;2.5
-7.1460531245429;0.0;73.1066967097009;2.5
-8.1364162076685;0.0;72.9643438098392;2.5
-9.12313960816951;0.0;72.8014698287213;2.5
-10.1062546770253;0.0;72.6198340880397;2.5
-11.0859985255847;0.0;72.4210024885542;2.5
-12.0624938794211;0.0;72.2064308086967;2.5
-13.0358480337268;0.0;71.9774757071199;2.5
-14.0061506392959;0.0;71.7354192344193;2.5
-14.9734746882652;0.0;71.4814914117389;2.5
-15.9378800363583;0.0;71.2168919026457;2.5
-16.8994721708447;0.0;70.942796641467;2.5
-17.8585822714586;0.0;70.6603279915295;2.5
-18.8155557757212;0.0;70.3706430290508;2.5
-19.7707475174085;0.0;70.0749788709241;2.5
-20.7245482942936;0.0;69.774703973753;2.5
-21.6774159303612;0.0;69.4713935873094;2.5
-22.6299175008273;0.0;69.1669470009391;2.5
-23.582676482429;0.0;68.8634286442968;2.5
-24.5357640984717;0.0;68.5610029039152;2.5
-25.4888978630328;0.0;68.258723879803;2.5
-26.441652475578;0.0;67.955262783605;2.5
-27.3934317055812;0.0;67.6487467990252;2.5
-28.3437719644794;0.0;67.3377126983489;2.5
-29.2938906663815;0.0;67.0260551409811;2.5
-30.2460039841421;0.0;66.7207076128061;2.5
-31.2022794659677;0.0;66.429154050482;2.5
-32.1638457933844;0.0;66.1575113543011;2.5
-33.1314589886914;0.0;65.9088358307025;2.5
-34.1048678391072;0.0;65.6833691658532;2.5
-35.0832904911612;0.0;65.4794506959772;2.5
-36.0658534028697;0.0;65.2945441770086;2.5
-37.0517735264617;0.0;65.125958467227;2.5
-38.040384823051;0.0;64.9712150547127;2.5
-39.0311111239136;0.0;64.8281795328995;2.5
-40.0234332432088;0.0;64.6950727765529;2.5
-41.0168645355626;0.0;64.5704332310308;2.5
-42.0109351302472;0.0;64.4530659268835;2.5
-43.0051829002932;0.0;64.341993201969;2.5
-43.9991484164396;0.0;64.236412314225;2.5
-44.9923723498008;0.0;64.1356607873402;2.5
