x;y;z;radius
2.14929969167243;0.0;34.4289019960069;2.5
2.54228691570505;0.0;35.3484553873244;2.5
2.96242709573924;0.0;36.2559629515035;2.5
3.4096944139273;0.0;37.1503993490085;2.5
3.88397354401132;0.0;38.0307596871212;2.5
4.38506227809656;0.0;38.8960731578559;2.5
4.91267680836227;0.0;39.745416370633;2.5
5.46645957013074;0.0;40.5779257452441;2.5
6.04597980097354;0.0;41.3927953135727;2.5
6.65063450701997;0.0;42.1891479378697;2.5
7.27980681889996;0.0;42.9662618457674;2.5
7.93282500237115;0.0;43.7234956512703;2.5
8.60893783639793;0.0;44.4602536290186;2.5
9.3073241320954;0.0;45.1759960890581;2.5
10.0271037058903;0.0;45.8702476868494;2.5
10.7673493284801;0.0;46.5426035062533;2.5
11.5269706584349;0.0;47.1926261306487;2.5
12.3047357235535;0.0;47.8198849663826;2.5
13.099880247838;0.0;48.4244197794427;2.5
13.9116465161941;0.0;49.0063027129679;2.5
14.7392569187066;0.0;49.5656156925853;2.5
15.5819162930371;0.0;50.102452551331;2.5
16.4388144149369;0.0;50.6169207039854;2.5
17.3091285277588;0.0;51.1091423768205;2.5
18.1920258115678;0.0;51.5792554167391;2.5
19.0866657951341;0.0;52.0274137617791;2.5
19.992202584517;0.0;52.4537875784901;2.5
20.9077869565941;0.0;52.8585631621206;2.5
21.8325682652039;0.0;53.2419426305427;2.5
22.7656961301501;0.0;53.6041434525074;2.5
23.7063219581054;0.0;53.9453978752688;2.5
24.6536316217342;0.0;54.2659625116093;2.5
25.6072083694583;0.0;54.5662237914112;2.5
26.5666574907205;0.0;54.8465478614804;2.5
27.5315477313349;0.0;55.1072656953363;2.5
28.5014603218518;0.0;55.3486910805874;2.5
29.4759865489673;0.0;55.5711207215084;2.5
30.4547255793837;0.0;55.7748345265025;2.5
31.4372824896972;0.0;55.9600960274551;2.5
32.4232664749839;0.0;56.1271528939407;2.5
33.4122892490764;0.0;56.2762375190949;2.5
34.4039636023231;0.0;56.4075676491993;2.5
35.3979021261303;0.0;56.5213469878073;2.5
36.3937161852961;0.0;56.6177638071387;2.5
37.391014842775;0.0;56.6969894704568;2.5
38.3894034644914;0.0;56.7591802205794;2.5
39.3884841889308;0.0;56.8044780456579;2.5
40.3881105660073;0.0;56.8330163835015;2.5
41.3881260964902;0.0;56.8448984544784;2.5
42.3882238706687;0.0;56.84020012137;2.5
43.3881060626265;0.0;56.8189775039688;2.5
44.387482116743;0.0;56.7812659055447;2.5
45.3860669747689;0.0;56.7270787010653;2.5
46.3835791963281;0.0;56.6564061687428;2.5
47.3797390328775;0.0;56.5692142434894;2.5
48.3742663655155;0.0;56.4654431763143;2.5
49.3668784799268;0.0;56.3450060833046;2.5
50.3572876269145;0.0;56.2077873700401;2.5
51.3451982660767;0.0;56.0536410267672;2.5
52.3303039872178;0.0;55.8823887794382;2.5
53.3122839470092;0.0;55.6938181063317;2.5
54.2907987459968;0.0;55.4876801256985;2.5
