x;y;z
0,327027145988047;0;13,3607673237976
0,259878999677063;-3,66974700439876E-02;14,3574262225928
0,158376209355944;-0,139450919593122;15,3459916881453
2,53332074478548E-02;-0,297871074578834;16,3242372222417
-0,136333099012957;-0,502356501699731;17,2898281227886
-0,323825486813016;-0,744343234249956;18,2413794982402
-0,534926134523059;-1,01685122602703;19,1797776433451
-0,767679169821324;-1,31395664296787;20,1058753479895
-1,02028011501907;-1,63052142162786;21,0202305892992
-1,29113934208957;-1,96217316113428;21,9235032090561
-1,57904754572454;-2,30541000262969;22,8169755024581
-1,88297776533629;-2,65726534387572;23,701860422877
-2,2020228392795;-3,01517019965274;24,5792107454663
-2,53536265492554;-3,37686946784984;25,4499208843473
-2,88224077561557;-3,74036156955851;26,3147406532408
-3,24194842665939;-4,10385527546757;27,1742944837443
-3,61381677414187;-4,46574139503718;28,0291084645992
-3,99732951785858;-4,82467901750438;28,8798892427352
-4,39202210114629;-5,1794707603083;29,7272963331267
-4,79742053993295;-5,5289955221615;30,5718376959937
-5,21307396341971;-5,87223151875005;31,4139671665967
-5,63855000414519;-6,20824435282465;32,2540912887688
-6,0734316538477;-6,53617784084567;33,0925764014256
-6,51731529776471;-6,85524687144452;33,9297557177103
-6,96980971892892;-7,16473175140827;34,7659362945722
-7,43052680972918;-7,46396786208722;35,601389504957
-7,8990647555501;-7,75233298752667;36,4363285019179
-8,37502009884942;-8,0292545338348;37,2709372714509
-8,85798958122272;-8,29420898050969;38,1053786568996
-9,34757008780155;-8,54672013718988;38,939798000387
-9,84335899273017;-8,78635770653351;39,774326797962
-10,3449548448431;-9,0127360233056;40,6090863568009
-10,8519534460965;-9,22551088791086;41,4441834294606
-11,3639045941432;-9,42436254131358;42,279641967426
-11,8803878822619;-9,60902740396449;43,1155297705514
-12,4009877671727;-9,77928440841332;43,9519175022268
-12,9252805522341;-9,93494939708991;44,7888586788083
-13,452835196359;-10,0758754004243;45,6263921699295
-13,9832143687335;-10,2019528338158;46,4645447797912
-14,5159756801077;-10,3131095546653;47,3033338486534
-15,0506730770696;-10,409310748162;48,1427699030994
-15,5868582860308;-10,4905586014856;48,9828592268448
-16,1240823103246;-10,5568917655018;49,8236064075968
-16,6618968853826;-10,6083845944155;50,6650167590221
-17,1998558602378;-10,6451461782066;51,5070986141257
-17,7375164683483;-10,6673191886626;52,3498654746477
-18,2744404272768;-10,6750785666773;53,1933379604095
-18,8101948620722;-10,6686300885271;54,0375455845695
-19,3443378022473;-10,6482096292818;54,8825042067
-19,8763934628012;-10,6140855078054;55,7281766133295
-20,4059718303675;-10,5665498116417;56,5746628636783
-20,9326883990918;-10,5059170414623;57,4220752567813
-21,4561538910519;-10,4325244591093;58,2705230366486
