x;y;z
-20,5616620747479;-10,550011046375;56,824538430706
-21,1036920395142;-10,0808190032407;57,5206635446962
-21,6607218320201;-9,58726691673395;58,1891937626557
-22,2323800765802;-9,06879077681716;58,826004698276
-22,8182733023538;-8,52485865079364;59,4269969371462
-23,4179864101693;-7,95497472297428;59,9881149408309
-24,0310877608464;-7,35867879733668;60,5053696761809
-24,6569559719511;-6,73572466265364;60,9747333077571
-25,2939933124481;-6,08691462587576;61,3917618003352
-25,9400327619477;-5,4137886523958;61,7522886427039
-26,592577474422;-4,7184393179377;62,0528239847687
-27,2489623356297;-4,00337825164982;62,2907880359121
-27,9065723607365;-3,27131373630247;62,4646541758548
-28,5627066883038;-2,52530180646293;62,5739117337328
-29,2140995916691;-1,76931617533057;62,6190905505532
-29,8587919656658;-1,00607197694326;62,6018731892436
-30,4948863836748;-0,238384433054342;62,5246536254363
-31,1205537005099;0,530852689255369;62,3904805344587
-31,7341344018393;1,29880992881423;62,2029604011049
-32,3342252272013;2,06285967033119;61,9661110854899
-32,9203242726359;2,82145269644664;61,6838798627191
-33,4926369369683;3,5739597036209;61,3598550992511
-34,0513661932389;4,31978916307451;60,9974577965728
-34,5966738538736;5,05833292066213;60,5999778130878
-35,128673268893;5,7889509608969;60,1706012103974
-35,6474283932197;6,51096463748472;59,7124336142995
-36,1531844035256;7,22397867995123;59,228292291863
-36,646640926502;7,92828863479587;58,7203529722332
-37,1285107288343;8,62427657453533;58,1904986982945
-37,5994462085433;9,31230086744987;57,6404173713759
-38,0600357965492;9,99268284050478;57,0716392366402
-38,5108042522032;10,6656994889304;56,4855683467599
-38,9522153172861;11,3315802972876;55,8835085281181
-39,3846756835478;11,9905067697383;55,2666845579312
-39,8085395753888;12,6426136652375;54,6362593019279
-40,2241135641396;13,2879913403974;53,993347412576
-40,6316612425543;13,9266885809585;53,339026336723
-41,0314077107785;14,5587157789439;52,6743449849688
-41,4237073415986;15,184310172571;52,0000448146607
-41,8090825954022;15,8040063630309;51,3164576096304
-42,1878599374441;16,4180536294735;50,6241398795461
-42,5603384372844;17,0266786666048;49,9236082960791
-42,9267935430571;17,63008929413;49,2153427180194
-43,2874787069566;18,2284749971549;48,4997918487506
-43,6426269694737;18,8220076239358;47,7773780455221
-43,992452510188;19,4108422357719;47,0485013398257
-44,3371521035472;19,9951179882222;46,3135428679315
-44,6769065013238;20,5749590611632;45,57286774464
-45,011881708949;21,1504755648144;44,8268275213303
-45,3422301777369;21,7217644423308;44,0757622502295
