x;y;z
2,11334417218119;0;34,1523825852182
2,12875092754976;2,90889592553628E-02;35,1524938132171
2,1603005184006;0,111493324127787;36,1474382207709
2,20513466381526;0,240763716468274;37,1367231239904
2,2608242948274;0,41138536605318;38,1199022076832
2,32527060631187;0,618547513484503;39,0963794256744
2,39662820007912;0,857950968525293;40,0653270692696
2,47325964840536;1,12569606654776;41,0257846689462
2,55382370008881;1,41864990562253;41,9780941456755
2,63718305240183;1,73421483785494;42,9229188870684
2,72232931580044;2,07010800260098;43,860739948292
2,8083619080038;2,42431508058679;44,7919484053037
2,89446562038946;2,79503129510656;45,7168393074438
2,97989388667819;3,1806161477258;46,635613970757
3,06396639290158;3,5796077195848;47,5484962706845
3,14607963930002;3,99081206278456;48,4559739165619
3,22566776215774;4,41315762657646;49,3584946093195
3,30219389595294;4,84567530539487;50,2564713438479
3,37514266052348;5,28748066660459;51,1502844283867
3,44401373445523;5,73775876051977;52,0402829810857
3,50831639015478;6,19575168608013;52,9267873343444
3,56756473472627;6,6607483148937;53,8100918979486
3,62127345150048;7,13207568693486;54,690468183764
3,66895388690359;7,6090917913454;55,5681679974883
3,71011032971554;8,09117932453849;56,443426501992
3,7442363720032;8,57774024703357;57,3164652321294
3,77081124064148;9,06819089399941;58,1874949636908
3,78929792261112;9,56202420518407;59,0568354605491
3,79913348568066;10,0588412637203;59,9249765330503
3,79971694200582;10,5580269206656;60,7920226709284
3,79041864105472;11,0589506719303;61,6580608483553
3,77057584557782;11,5609776861263;62,5231884361985
3,73948692985962;12,0634649642392;63,3875154551194
3,69640473881367;12,5657567898679;64,2511664627572
3,64052898624312;13,0671791844803;65,1142818618385
3,57099757085716;13,5670330919892;65,9770184590478
3,48687670330154;14,064585919203;66,8395489618329
3,38714978156215;14,5590609399982;67,7020599141221
3,27070502289825;15,0496240188027;68,5647474802492
3,13632200215989;15,535366960443;69,427810188477
2,98265826064055;16,0152844179291;70,2914333318302
2,80829716762593;16,4880926271085;71,1554848679072
2,61177977253229;16,9522007878783;72,0194664945633
2,39153073865451;17,4059216786238;72,8829097621803
2,1458339404697;17,8474626030415;73,7453911332702
1,87281148840339;18,2748957105803;74,6065156402899
1,57040474543547;18,6861197831793;75,4658895617388
1,23630555426182;19,0788741764757;76,3232150714018
0,868505450303432;19,4501272335122;77,1769513583388
0,465333395443508;19,7963680543469;78,024725537788
2,51905130836776E-02;20,11404258526;78,8641922912136
-0,453429561769847;20,3995790935224;79,6930453549603
-0,971923853095765;20,6494202259982;80,5090386793489
-1,53147155483334;20,8600271195128;81,3098822825604
-2,13168978663797;21,0276481819554;82,0916693149175
-2,77135794221323;21,149071848003;82,8505111887604
-3,44837404043341;21,2218367513772;83,5827110699341
-4,1596653805847;21,2444108383366;84,2848410370007
-4,90146036550222;21,2163360363404;84,9541094090748
-5,66968159135989;21,1382124021623;85,5886452545415
-6,45965305841947;21,0116615899178;86,187115687454
-7,26664111018663;20,8391934805192;86,749029473665
-8,08756396435142;20,6235762441278;87,2755868898339
-8,91927856390897;20,3679146250649;87,7681442737019
-9,75862867664825;20,0755951516548;88,2281929447453
-10,6025114089625;19,7502167845659;88,6573439263763
-11,4479415104892;19,3955134478211;89,0573065964524
-12,2932811553728;19,0147286914883;89,4303626449178
-13,1380357311635;18,6105051705758;89,7790788301968
-13,9817003087441;18,1853460502807;90,105753039108
-14,8238110077372;17,741616607563;90,4124751663066
-15,6639139703531;17,2815792073896;90,7011453336835
-16,5015472978227;16,8074205167566;90,9734939979689
-17,3363717047382;16,3211889198663;91,2311433919467
-18,1687448983491;15,8244501826836;91,4757809842544
-18,9990203830132;15,3186886510182;91,7089395417421
-19,8275360875066;14,8053351840939;91,932017115849
-20,6546329907074;14,2857739403618;92,1463013137306
-21,4806538955757;13,7613586341924;92,3529842964677
-22,3059461959869;13,2334245960943;92,5531762502118
-23,1311506932498;12,7031152836303;92,7479833216787
-23,9569051118391;12,1715841124622;92,9384416658531
-24,7836704775126;11,6401214568768;93,1254887710429
-25,6119315777277;11,1100379673041;93,3100189385398
-26,442202015834;10,5826721237631;93,4928895039297
-27,2750292677262;10,0593976154392;93,6749260752295
-28,1109994790122;9,54163085313341;93,8569268567176
-28,9507415891941;9,03083895168973;94,0396660591275
-29,7949304391737;8,52854837785207;94,2238963738346
-30,6442882748576;8,03635446908722;94,4103503926779
-31,4995840995711;7,55593180616469;94,5997408160708
-32,3616300585418;7,08904531516948;94,7927591809378
-33,2312740229406;6,63756162971351;94,9900727816829
-34,1092528921079;6,20352461150934;95,1922881467938
-34,9957638590078;5,78933124087289;95,3998434014681
-35,8908793153074;5,3974645731616;95,6130909224305
-36,7946731978433;5,03039850171594;95,8323180599427
-37,7072141010551;4,69056895937072;96,0577382388476
-38,6285635874076;4,38033967710889;96,2894841253757
-39,5587390531733;4,10197607310256;96,5275929103911
-40,4970198125893;3,85776801157657;96,7718200123017
-41,4424322738323;3,64974802856379;97,0217525656218
-42,393928796886;3,47957306572611;97,2768568776493
-43,3503366028773;3,34848534523941;97,5364715328663
-44,3104341386813;3,25726292850246;97,799838752281
-45,2730401725229;3,2062027225299;98,0661440513526
