x;y;z
13,4888125129065;-2,25456122058285;45,8909565505744
13,9492196281802;-3,08570636625524;46,1934530234771
14,425688665602;-3,90978477759518;46,4970682826102
14,9187218601309;-4,72539947397601;46,80152965611
15,4288684874109;-5,53114856217935;47,1065718778872
15,956730805174;-6,32562012619967;47,4119368484553
16,5029703352857;-7,10738532626857;47,7173729902099
17,0683142640531;-7,87498931890662;48,022634054521
17,6535615658966;-8,62693952493079;48,3274771839185
18,2595882152773;-9,36169071480786;48,6316599732208
18,887350603925;-10,0776264621181;48,9349362489528
19,5378858439248;-10,7730365503372;49,2370502147693
20,2123072233016;-11,4460902390014;49,5377286180636
20,9117868877289;-12,0948007018972;49,8366682470807
21,6371303047857;-12,7166615337919;50,1333622186784
22,3884473194745;-13,3085336131038;50,4270096068902
23,1657050748727;-13,8672683677324;50,7167806486801
23,9687837451022;-14,3897917519915;51,0018490098877
24,7974824845885;-14,8731359449874;51,2814011769358
25,6515367741226;-15,3144722258486;51,5546482620161
26,5301351550045;-15,7109254009798;51,8206881704718
27,4313346862247;-16,0595358704974;52,078387680504
28,3529491944404;-16,3578615602276;52,3267040212149
29,2923815631134;-16,6039851982554;52,5646557909795
30,2467658184433;-16,7966269725386;52,7913786805413
31,2131530961636;-16,9352011382343;53,0061746400472
32,1884708982447;-17,0197885684931;53,2084971706249
33,1691065371061;-17,0511176422697;53,3978693641743
34,152596282966;-17,0305731376526;53,5741983064774
35,1364953739396;-16,9599564391605;53,7375035754087
36,118322725934;-16,8414508089051;53,8878979405209
37,0956531726813;-16,6775761429186;54,02559256863
38,0661873042793;-16,4711253348936;54,1508932789829
39,0282843923858;-16,224958145374;54,2642450777296
39,9813403212615;-15,9417203166766;54,3662285002855
40,9248594627325;-15,6239588432703;54,4574182923089
41,8583352142958;-15,2741524258754;54,5383693056967
42,7812401082928;-14,8947225437961;54,6096175678299
43,6930197423137;-14,4880440237501;54,6716819250856
44,5932381699088;-14,0563808202948;54,7250741039631
45,4821059295307;-13,6015916578363;54,7703192599906
46,3599841121536;-13,1253126899911;54,8079121374946
47,227214252666;-12,629046501781;54,8383089250857
48,0841072544048;-12,114183282433;54,8619307484037
48,9309358539648;-11,5820200515002;54,8791673076743
49,7679305820372;-11,0337772832765;54,8903804805435
50,5952782622876;-10,4706130118076;54,8959077347269
51,413122184258;-9,89363469558138;54,8960652638561
52,2215634257322;-9,30390907546977;54,8911508107097
53,0206628677764;-8,70247032149217;54,8814461707615
53,810443641484;-8,09032669568965;54,8672193872884
